"id";"year";"content";"number";"hassorted"
623;2010;"2010年8月,美国太平洋司令乌伊拉德(Willard)上将在马尼拉参加“美菲共同防御委员会”会议(RP-USMutualDefenseBoard)期间宣称,美国将继续巡航南海海域,以避免地区紧张局势;①2010年11月,美国国务卿希拉里·克林顿在马尼拉的公开演说中两度要求菲律宾加强与美国的双边军事合作,宣称“菲美部队访问协定”(TheVisitingForceAgreementbetweenthePhilippinesandUSA)将为菲律宾带来更大规模的军事援助;②同月,美国国防部长盖茨在访问澳大利亚与马来西亚期间声称,中国“日益增长的军事力量”,“处理与邻国领土纠纷问题过程中的强硬态度”以及“过于自信正成为影响地区海事安全的重要因素”。";"740";623
624;2010;"2010年8月,美国“乔治·华盛顿”号航母和“约翰·麦凯恩”号反导弹驱逐舰先后抵达越南,开始在南海地区进行美越关系正常化以来的第一次联合军演。";"762";624
625;2010;"2010年8月8日,美国核动力航空母舰“乔治·华盛顿号”穿过了南海海域,来到越南砚港附近的外港口,并邀请越南海军官兵登舰参观。";"800";625
626;2010;"①2010年9月,第二届美国－东盟峰会在纽约召开,会后发表的联合声明,重申在南海要“确保航行自由、和平解决争议以及商业活动不受阻碍”。";"16";626
627;2010;"2010年9月,阿基诺三世在出席美国—东盟峰会时就表示,东盟应在南海议题上团结一致,反对中国在南海宣示主权。";"208";627
628;2010;"2010年9月下旬,第二次美国-东盟领导人会议在纽约举行,在这次会议上,美国在其所起草的联合声明中加入了反对有主权要求的国家“使用武力和武力威胁……在南海强行实现有争议的领土要求”,但在联合声明的最后文本中,“使用武力”和“南海”两个词被删除。";"402";628
629;2010;"2010年9月下旬,第二次美国-东盟领导人会议在纽约举行,在这次会议上,美国在其所起草的联合声明中加入了反对有主权要求的国家“使用武力和武力威胁……在南海强行实现有争议的领土要求”,但在联合声明的最后文本中,“使用武力”和“南海”两个词被删除。";"498";629
630;2010;"2010年9月,坎贝尔在华府参加战略与国际研究中心所举办的“南中国海:二十一世纪亚洲安全合作的一个重要指标”座谈会时指出,“美国观察到南海各方过去几年在捕渔、能源勘探、岛礁争议等方面的冲突迅速增加”,这是“美国强调以和平方式解决争议立场的原因”。";"529";630
631;2010;"2010年9月下旬,纽约举行第二届美国与东盟领导人会议,并针对南海地区形势的“共识”发表联合声明,强调将共同维持地区和平与稳定。";"530";631
632;2010;"2010年9月,菲律宾总统在第二届美国与东盟领导人会议呼吁美国推动制订《南海地区行为准则》。";"547";632
633;2010;"特别值得关注的是,2010年9月15日,澳大利亚与美国“2+2”年度部长级会议发表的声明专门阐述了两国在南海问题上的共同立场。";"814";633
634;2010;"继希拉里的讲话之后,2010年月8日,美国太平洋司令部司令罗伯特·威拉特（RobertVillard）在菲律宾又就南海问题发表了一番耐人寻味的讲话,在妄言中国引起区域内国家“担心”的同时,表示美国将长期在南海维持军事存在,以保证南海“航道与空域安全”。";"797";634
635;2011;"②2011年,随着南海争端的再次加剧,美日两国于2011年6月21日发布了共同战略目标声明,强调“将敦促某些国家不追求可能给地区安全带来不稳定因素的军事力量"",声明虽未点明“敦促""的对象,但明显展示出牵制中国、联手对抗中国的姿态。";"57";635
636;2011;"在2011年举行的第十届香格里拉对话会上,新加坡国防部长黄永宏表示,针对东盟一些成员国与中国之间的南海岛屿主权争议,新加坡希望各国能按照国际法,以和平的方式来化解。";"62";636
637;2011;"1998年,东盟授权菲律宾和越南拟定“南海地区行为准则”草案,后与中国达成《南海各方行为宣言》；2011年,东盟又与中国就落实《南海各方行为宣言》指导方针达成一致。";"73";637
638;2011;"此后,东盟于1998年要求菲律宾、越南拟定“南海地区行为准则”草案,后与中国达成《南海各方行为宣言》,2011年又和中国就落实《南海各方行为宣言》指导方针达成一致。";"83";638
639;2011;"以东亚最重要的地区安全对话机制之一的东盟地区论坛为例,在1994—2011年的主席声明中,关于南海的航行自由问题,仅在1999—2001年被提及三次。";"120";639
640;2011;"2011年以来,菲律宾激进化的南海政策恶化了中菲关系,加剧了中国与东盟国家在南海问题上的对立,给中国周边环境带来了不利影响。";"139";640
641;2011;"随着美菲军事安全关系的加强,自2011年起,菲律宾对南海争端的态度日趋强硬。";"156";641
642;2011;"2011年初,菲律宾授予英国石油与矿业公司在中菲南海争议海域勘探油气资源为期两年的合约,显示出其开发南海油气资源的决心。";"157";642
643;2011;"2011年,菲律宾不仅向美国购买了“汉密尔顿”级军舰,增加了在南沙区域的海空巡逻,购置了防空雷达系统,在南沙所占岛礁派驻了更多军队,①而且还制定了改造南沙机场的计划,②以及增加50亿比索(约合1.18亿美元)以增强保护南海“领土”军力的计划。";"159";643
644;2011;"”②2011年,菲律宾南海政策的急剧转变与美国的支持与鼓励是分不开的。";"162";644
645;2011;"2011年以来,菲律宾南海激进化政策对中菲关系的负面影响越来越严重。";"164";645
646;2011;"2011年,菲律宾总统阿基诺三世与外长罗萨里奥对东盟国家进行“穿梭外交”,在协调东盟南海政策立场?一致对华等方面做了大量工作。";"167";646
647;2011;"2011年以来,菲律宾在南海问题上对中国采取“不妥协”立场,主要有国内和国外两大背景因素。";"222";647
648;2011;"为了证明在单个海洋地物的地位及海洋权利问题上存在争端,菲律宾在援引中国2011年有关照会时故意篡改了其中的用词,将中国照会中有关“南沙群岛”作为整体概念之后的动词由单数“is”变成了复数“are”,意在误导中国是以各个单个岛礁主张海洋权利的。";"300";648
649;2011;"仲裁庭完全漠视这些事实：承诺谈判解决相关争端是中菲从1995年到2011年在各协议中的一贯立场,包括阿基诺三世当政时期于2011年发表的中菲《联合声明》；各协议中诸多用词表明了双方的真实意思,如1995年中菲《关于南海问题和其他领域合作的磋商联合声明》“最终谈判解决双方争议”、《南海各方行为宣言》“由直接有关的主权国家通过友好磋商和谈判”；上述承诺使中菲形成信赖关系产生了信赖利益,适用禁反言原则。";"308";649
650;2011;"从图１可以看出,2001-2011年间,外交部发言人答记者问时提及的国家中,越南、菲律宾、美国和东盟居前四位,特别是越、菲、美三国成了涉足南海问题的前三方。";"439";650
651;2011;"⑥据美国国务院官员的介绍,到2011年,南海成了中美关系中存在最激烈争执的地区。";"502";651
652;2011;"2010年,在美国国务卿希拉里公开表示“南海问题涉及美国利益”后,公报有四处提到了南海问题；2011年的《联合公报》则增加到了五条。";"608";652
653;2011;"因此,在2011年印尼担任东盟轮值主席国期间,印尼在一定程度上摒弃了越南在2010年担任主席国期间所采取的积极推动南海问题国际化的极端做法。";"627";653
654;2011;"2011年,印度尼西亚担任东盟轮值主席国,鉴于不同于越南的南海利益诉求,印尼应当不会比越南更热衷于推动南海问题的继续升温。";"723";654
655;2011;"②基于这一考虑,希拉里·克林顿在2010年两次关于南海问题的讲话中均提到,③因为加入《联合国海洋法公约》关系到美国和东南亚国家共同处理南海事务的诚信问题,所以美国将在2011年把这一工作作为外交的优先考虑。";"748";655
656;2011;"所以2011年夏季以来的新一波南海冲突中,美国虽然偏袒菲律宾、越南、马来西亚、印尼等国,但还是有所节制。";"764";656
657;2011;"虽然奥巴马政府迄今没有公开宣称“菲美共同防御条约”适用于有争议的南海地区,但2011年以来菲律宾方面的种种言行似乎表明已经得到美方的某种暗示或保证。";"770";657
658;2011;"2011年的南海形势更趋严峻,5月底越南与中国接连爆发海上摩擦与外交争执,菲律宾、文莱等南海主权声索国加入战团,此轮争端随着美国与东南亚六国联合展开南海军演达到高峰,至今尚未平息。";"774";658
659;2011;"2011年是东盟与中国开始不间断高层对话20周年,然而南海争议始终没有建设性进展,中国与东盟未就2002年《南海各方行为宣言》(DOC)的落实达成一致是主要原因之一。";"775";659
660;2011;"比如在2011年5～6月间,所谓的南海问题骤然升温,就是因为越南大耍“贼喊捉贼”的手段而引发的。";"884";660
661;2011;"而且,截至2011年底,这个联盟已渐成雏形,最直接的标志就是上文所提到的越南、菲律宾等南海争端国家与美国、日本和印度等域外势力已经结成的或加强的各类战略伙伴关系,特别是不断增强的军事合作关系。";"885";661
662;2011;"③2011年10月7日,日本前防卫大臣一川保夫在防卫省与越南驻日大使阮富平举行了会谈,双方一致同意加强合作,以确保船只在南海的安全航行,阮富平还称两国的关系是“有益于亚洲和平与稳定的重要战略伙伴关系”。";"56";662
663;2011;"一是2011年10月越共总书记访华,在签署中越解决南海争端指导原则协议的同时,越南国家主席访问印度,签署两国在南海的合作协议。";"886";663
664;2011;"2011年11月,美国与除中国之外的所有对南海提出主权要求的东盟四国举行了海上联合军事演习。";"44";664
665;2011;"2011年1月5日,越南引用日本《朝日新闻》报导,公开宣扬中国已拟好“南海夺岛计划”,制造南海地区紧张气氛。";"552";665
